case_id,material_class,temperature_K,theta_deg,rate_tag,seed,row_start,row_stop_exclusive,accepted_row_count,numerical_event_count,physical_avalanche_count,onset_marker_count,initial_projected_crack_length_m,initial_projected_crack_length_explicit,duplicate_extension_row_count,raw_steps_relative_path,raw_steps_sha256,observer_archive_present,observer_record_count,observer_manifest_schema,full_local_tensor_archived
canonical_strain_rate__weakt__T1250K__theta45__rate1x__seed2013711,weak-T,1250.0,45.0,rate1x,2013711,408821,410509,1688,215,1,1,0.0005,True,1669,canonical_strain_rate__weakt__T1250K__theta45__rate1x__seed2013711/steps_1250K.csv,8dc157c558deb631e41ff8c94e1e014bf54f516a6da0976f365b69e936422e8b,True,1688,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__weakt__T1300K__theta45__rate1x__seed2014720,weak-T,1300.0,45.0,rate1x,2014720,410509,412254,1745,216,1,1,0.0005,True,1735,canonical_strain_rate__weakt__T1300K__theta45__rate1x__seed2014720/steps_1300K.csv,6f2bedbd6988819c665fcd722f57a315d542db9b72039d1f4ed06ae7de2c611b,True,1745,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T0300K__theta45__rate1x__seed3003621,ceramic-like,300.0,45.0,rate1x,3003621,412254,413847,1593,211,1,1,0.0005,True,1578,canonical_strain_rate__ceramiclike__T0300K__theta45__rate1x__seed3003621/steps_0300K.csv,2dc7c7d317e5792098737496d8195ae3ebc8b8bd0e25675bf9656ae820c6bea0,True,1593,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T0600K__theta45__rate1x__seed3004630,ceramic-like,600.0,45.0,rate1x,3004630,413847,415628,1781,233,2,2,0.0005,True,1768,canonical_strain_rate__ceramiclike__T0600K__theta45__rate1x__seed3004630/steps_0600K.csv,06d1ae101fed7d227f129bd15d08e52ccb1f9847786388612a189c6585403012,True,1781,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T0800K__theta45__rate1x__seed3005639,ceramic-like,800.0,45.0,rate1x,3005639,415628,417315,1687,223,1,1,0.0005,True,1674,canonical_strain_rate__ceramiclike__T0800K__theta45__rate1x__seed3005639/steps_0800K.csv,e3caaafd95d72eac0cf7d48e139c2809ce1ed5bf7025f64b52bf3e60376452f2,True,1687,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T0900K__theta45__rate1x__seed3006648,ceramic-like,900.0,45.0,rate1x,3006648,417315,419096,1781,229,2,2,0.0005,True,1760,canonical_strain_rate__ceramiclike__T0900K__theta45__rate1x__seed3006648/steps_0900K.csv,741d1f6f2674ae7927325f6be7463d40a5b67cbb01d1cd5fc3fa20be862a006d,True,1781,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T0950K__theta45__rate1x__seed3007657,ceramic-like,950.0,45.0,rate1x,3007657,419096,420800,1704,232,3,3,0.0005,True,1681,canonical_strain_rate__ceramiclike__T0950K__theta45__rate1x__seed3007657/steps_0950K.csv,2ebfd2bb73c72e91284ff53273fa025b2d8423645af613fff91730593e52ee74,True,1704,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T1000K__theta45__rate1x__seed3008666,ceramic-like,1000.0,45.0,rate1x,3008666,420800,422450,1650,212,1,1,0.0005,True,1635,canonical_strain_rate__ceramiclike__T1000K__theta45__rate1x__seed3008666/steps_1000K.csv,88c2bc4df62a09445959da766937cfbdeb7b0bcadf1f0d9e613cb236b1454aea,True,1650,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T1050K__theta45__rate1x__seed3009675,ceramic-like,1050.0,45.0,rate1x,3009675,422450,424148,1698,242,1,1,0.0005,True,1669,canonical_strain_rate__ceramiclike__T1050K__theta45__rate1x__seed3009675/steps_1050K.csv,ad97232ef341c938e2a883d9543aa77f5a69736e088657288668e6fc226d54b6,True,1698,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T1100K__theta45__rate1x__seed3010684,ceramic-like,1100.0,45.0,rate1x,3010684,424148,425851,1703,232,1,1,0.0005,True,1682,canonical_strain_rate__ceramiclike__T1100K__theta45__rate1x__seed3010684/steps_1100K.csv,de73859d58eefb11407f52eedd7220f6c101b411c1a2d875af1552308b81bd15,True,1703,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T1150K__theta45__rate1x__seed3011693,ceramic-like,1150.0,45.0,rate1x,3011693,425851,427507,1656,226,1,1,0.0005,True,1636,canonical_strain_rate__ceramiclike__T1150K__theta45__rate1x__seed3011693/steps_1150K.csv,9cd3e59a2a7c31e5008315469fd0371cf3b8eba3162b09762c99aed836dbda3b,True,1656,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T1200K__theta45__rate1x__seed3012702,ceramic-like,1200.0,45.0,rate1x,3012702,427507,429222,1715,231,2,2,0.0005,True,1696,canonical_strain_rate__ceramiclike__T1200K__theta45__rate1x__seed3012702/steps_1200K.csv,db4cdaba2e57fe80542b60e0831a5cf53f14d3d285794a55e7ca11d68a2d6192,True,1715,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T1250K__theta45__rate1x__seed3013711,ceramic-like,1250.0,45.0,rate1x,3013711,429222,430984,1762,220,1,1,0.0005,True,1749,canonical_strain_rate__ceramiclike__T1250K__theta45__rate1x__seed3013711/steps_1250K.csv,4fec47ec3ddb1bab456b3a5392ed07fb63c5b86269e2bb0b8bf2a9e11f050a84,True,1762,canonical_pf_state_observer_consolidation_v2,False
canonical_strain_rate__ceramiclike__T1300K__theta45__rate1x__seed3014720,ceramic-like,1300.0,45.0,rate1x,3014720,430984,432710,1726,233,2,2,0.0005,True,1710,canonical_strain_rate__ceramiclike__T1300K__theta45__rate1x__seed3014720/steps_1300K.csv,3e4e35e74586b3aaa11db7e459b90be7d31343b93a77ae4f8b79fbfe694b78e3,True,1726,canonical_pf_state_observer_consolidation_v2,False
