case_id,material_class,temperature_K,theta_deg,seed,U0_theta_m,K0_theta_MPa_sqrt_m,C0_theta_MPa_sqrt_m_per_m,theta0_reference_U_m,theta0_reference_K_MPa_sqrt_m,theta0_reference_C_MPa_sqrt_m_per_m,delta_K_vs_theta0_MPa_sqrt_m,opening_local_threshold_contribution_MPa_sqrt_m,structural_KJ_per_opening_contribution_MPa_sqrt_m,identity_residual_MPa_sqrt_m,opening_tensor_available,complete_channel_tensors_available,resolved_signed_shears_available_in_full_trajectory,onset_tip_radius_um,onset_front_width_um,onset_mobile_count,onset_retained_count,onset_multiplicity,onset_backstress_Pa,onset_signed_shielding_MPa_sqrt_m,onset_maximum_emission_rate_system_index,onset_maximum_emission_rate_system_name,onset_tensor_probe_reliable
canonical_single_crack_theta__ceramiclike__T1050K__theta30__rate1x__seed3009675,ceramic-like,1050.0,30.0,3009675,8.048477757852636e-06,13.619894102681233,1692232.3093199516,9.238140834684332e-06,15.68988177667727,1698380.881764658,-2.069987673996037,-2.0168436606259257,-0.05314401337011155,2.2898349882893854e-16,False,False,True,1.081156219001186,0.5403154951677483,1973.8724733377492,9.947003117107834e-07,41970.20262309355,2164678078.7921066,-4.4364060230856745e-11,1,(1-10),True
canonical_strain_rate__ceramiclike__T1050K__theta45__rate1x__seed3009675,ceramic-like,1050.0,45.0,3009675,7.717047000441742e-06,13.106485089229562,1698380.8817646587,9.238140834684332e-06,15.68988177667727,1698380.881764658,-2.583396687447708,-2.583396687447714,5.921530945386996e-15,-1.4837121733618185e-16,False,False,True,1.0004606648762744,5.833460989723968,11.055851146228282,5.425542727238705e-09,419306.41694612213,125744654.41378124,6.9720338543986465e-15,1,(1-10),True
canonical_theta0_shared__ceramiclike__T1100K__theta0__rate1x__seed3010684,ceramic-like,1100.0,0.0,3010684,8.710791079623953e-06,14.794241034679452,1698380.8817646585,8.710791079623953e-06,14.794241034679452,1698380.8817646585,0.0,0.0,0.0,0.0,False,False,True,1.4005447228029595,0.2434943581184681,9781.10757402391,1.5079384499674103e-05,24501.409958516244,4934089342.727726,-1.6704279329460135e-09,0,(110),True
canonical_single_crack_theta__ceramiclike__T1100K__theta15__rate1x__seed3010684,ceramic-like,1100.0,15.0,3010684,8.316304518984042e-06,14.095726555636732,1694950.7468683615,8.710791079623953e-06,14.794241034679452,1698380.8817646585,-0.6985144790427196,-0.6693118616450341,-0.029202617397685236,-2.463307335887066e-16,False,False,True,1.2775075651671834,0.2924959942319403,6626.444246435105,1.011935953880003e-05,26846.55697330079,4096921645.397096,-9.239661831513459e-10,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T1100K__theta30__rate1x__seed3010684,ceramic-like,1100.0,30.0,3010684,7.659359706365768e-06,12.961415963815533,1692232.3093199518,8.710791079623953e-06,14.794241034679452,1698380.8817646585,-1.8328250708639189,-1.7824985418447041,-0.05032652901921497,2.220446049250313e-16,False,False,True,1.0753454155102653,0.5607006034393859,1800.5713077691382,2.5891365382444153e-06,43319.57668740329,2085743182.1021912,-1.1626072716745532e-10,0,(110),True
canonical_strain_rate__ceramiclike__T1100K__theta45__rate1x__seed3010684,ceramic-like,1100.0,45.0,3010684,7.370662055550445e-06,12.518191521095073,1698380.8817646583,8.710791079623953e-06,14.794241034679452,1698380.8817646585,-2.276049513584379,-2.2760495135843763,-1.8721275421760976e-15,-7.924077169242781e-16,False,False,True,1.0004151325012125,6.0334859161095205,10.087856446404182,1.3872524071232248e-08,433664.37647554226,119368668.50093544,1.3507554973890795e-14,1,(1-10),True
canonical_theta0_shared__ceramiclike__T1150K__theta0__rate1x__seed3011693,ceramic-like,1150.0,0.0,3011693,8.523544839451268e-06,14.476225600187846,1698380.881764658,8.523544839451268e-06,14.476225600187846,1698380.881764658,0.0,0.0,0.0,0.0,False,False,True,1.3863282310656515,0.2479313522978521,9465.451048409595,6.170296481068084e-05,24694.64055541277,4845735725.6304455,-6.847802502374349e-09,0,(110),True
canonical_single_crack_theta__ceramiclike__T1150K__theta15__rate1x__seed3011693,ceramic-like,1150.0,15.0,3011693,8.157718590311912e-06,13.82693121739109,1694950.7468683613,8.523544839451268e-06,14.476225600187846,1698380.881764658,-0.6492943827967554,-0.6206848908943802,-0.028609491902374957,-3.157196726277789e-16,False,False,True,1.2667347425335609,0.2983390067194456,6436.734591089031,4.084872124501926e-05,27151.94305813668,4016613450.855052,-3.739526963791464e-09,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T1150K__theta30__rate1x__seed3011693,ceramic-like,1150.0,30.0,3011693,7.529910908598834e-06,12.7423585258317,1692232.3093199513,8.523544839451268e-06,14.476225600187846,1698380.881764658,-1.7338670743561462,-1.6845141565287574,-0.049352917827389535,7.147060721024445e-16,False,False,True,1.0729424422067948,0.5698319560708847,1742.7022582550844,1.0411317014744283e-05,43926.683849095025,2052213625.6828284,-4.7053632346071e-10,0,(110),True
canonical_strain_rate__ceramiclike__T1150K__theta45__rate1x__seed3011693,ceramic-like,1150.0,45.0,3011693,7.248285011060568e-06,12.31034868836661,1698380.8817646592,8.523544839451268e-06,14.476225600187846,1698380.881764658,-2.165876911821236,-2.1658769118212455,9.180413239234963e-15,1.4546016761635242e-16,False,False,True,1.0004034324946325,6.088296113863137,9.758196118631307,5.686494272448985e-08,437598.8104200548,117674515.70427036,3.8321452895150646e-14,1,(1-10),True
canonical_theta0_shared__ceramiclike__T1200K__theta0__rate1x__seed3012702,ceramic-like,1200.0,0.0,3012702,8.324800350634854e-06,14.138681760025955,1698380.8817646578,8.324800350634854e-06,14.138681760025955,1698380.8817646578,0.0,0.0,0.0,0.0,False,False,True,1.3799788717201054,0.2499929237483829,9068.485763720926,0.0002182158299611,24785.937236139747,4805750591.802604,-2.4269764719763778e-08,0,(110),True
canonical_single_crack_theta__ceramiclike__T1200K__theta15__rate1x__seed3012702,ceramic-like,1200.0,15.0,3012702,7.983791587876853e-06,13.53213351471321,1694950.7468683613,8.324800350634854e-06,14.138681760025955,1698380.8817646578,-0.6065482453127444,-0.5785779101538697,-0.02797033515887474,3.469446951953614e-17,False,False,True,1.2590875706812656,0.302705866393515,6199.511628121403,0.0001439782179737,27383.05930652682,3958617457.739791,-1.3220809158139238e-08,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T1200K__theta30__rate1x__seed3012702,ceramic-like,1200.0,30.0,3012702,7.384592058443821e-06,12.496445272446165,1692232.309319952,8.324800350634854e-06,14.138681760025955,1698380.8817646578,-1.6422364875797903,-1.5939413189350247,-0.04829516864476548,-2.0816681711721685e-16,False,False,True,1.0698505545270185,0.5822651699734084,1679.2686529033415,3.6537689520423024e-05,44755.77903288314,2008248017.941332,-1.663823929512698e-09,1,(1-10),True
canonical_strain_rate__ceramiclike__T1200K__theta45__rate1x__seed3012702,ceramic-like,1200.0,45.0,3012702,7.124619792008269e-06,12.100318044588942,1698380.8817646585,8.324800350634854e-06,14.138681760025955,1698380.8817646578,-2.038363715437013,-2.0383637154370193,5.395647653835985e-15,8.216012840648917e-16,False,False,True,1.0003946012674036,6.130670911081865,9.428645995712378,1.9817858013252318e-07,440640.6266972651,116379428.62803894,6.380995640298716e-14,0,(110),True
canonical_theta0_shared__ceramiclike__T1250K__theta0__rate1x__seed3013711,ceramic-like,1250.0,0.0,3013711,8.093466451088617e-06,13.745788687732558,1698380.8817646573,8.093466451088617e-06,13.745788687732558,1698380.8817646573,0.0,0.0,0.0,0.0,False,False,True,1.356940534788396,0.2579293384637496,8743.340542187496,0.0004841948748566,25145.87503406022,4657785028.400934,-5.396829722286184e-08,0,(110),True
canonical_single_crack_theta__ceramiclike__T1250K__theta15__rate1x__seed3013711,ceramic-like,1250.0,15.0,3013711,7.766209369795913e-06,13.163342371671648,1694950.7468683613,8.093466451088617e-06,13.745788687732558,1698380.8817646573,-0.5824463160609099,-0.5552459023223311,-0.027200413738579576,7.320533068622126e-16,False,False,True,1.2489410933052911,0.3088074145579522,5972.684701532509,0.0003151133665041,27709.894177277656,3880328951.876073,-2.9029018499620336e-08,0,(110),True
canonical_single_crack_theta__ceramiclike__T1250K__theta30__rate1x__seed3013711,ceramic-like,1250.0,30.0,3013711,7.205446268319417e-06,12.193288978318996,1692232.3093199518,8.093466451088617e-06,13.745788687732558,1698380.8817646573,-1.5524997094135617,-1.5054664728233083,-0.04703323659025357,7.632783294297951e-17,False,False,True,1.0657341923678971,0.6001557580209887,1613.2214224312386,7.70500195068674e-05,45953.44444129014,1948175534.4585912,-3.538775141958244e-09,1,(1-10),True
canonical_strain_rate__ceramiclike__T1250K__theta45__rate1x__seed3013711,ceramic-like,1250.0,45.0,3013711,6.955025143069864e-06,11.812281735182369,1698380.881764659,8.093466451088617e-06,13.745788687732558,1698380.8817646573,-1.9335069525501893,-1.9335069525502018,1.226312494360718e-14,1.713729321945729e-16,False,False,True,1.000362789921326,6.290984136539788,9.024036570657438,4.0857719645402116e-07,452148.7263618493,111589823.5684081,-4.010359553213934e-14,1,(1-10),True
canonical_theta0_shared__ceramiclike__T1300K__theta0__rate1x__seed3014720,ceramic-like,1300.0,0.0,3014720,7.69821887959935e-06,13.074507768751278,1698380.8817646578,7.69821887959935e-06,13.074507768751278,1698380.8817646578,0.0,0.0,0.0,0.0,False,False,True,1.332288549888782,0.2673192680650391,8026.082411578147,0.0013959816859948,25587.84736691759,4494063497.135275,-1.5619624594992182e-07,0,(110),True
canonical_single_crack_theta__ceramiclike__T1300K__theta15__rate1x__seed3014720,ceramic-like,1300.0,15.0,3014720,7.408466912014659e-06,12.556986525668789,1694950.7468683613,7.69821887959935e-06,13.074507768751278,1698380.8817646578,-0.5175212430824896,-0.49161225803188896,-0.025908985050601182,5.516420653606247e-16,False,False,True,1.2258793635583514,0.3241728110504759,5487.330010240485,0.0009151872590587,28551.538414228937,3696226152.6614375,-8.475467013398449e-08,1,(1-10),True
canonical_single_crack_theta__ceramiclike__T1300K__theta30__rate1x__seed3014720,ceramic-like,1300.0,30.0,3014720,6.908573101922914e-06,11.69091061437272,1692232.3093199525,7.69821887959935e-06,13.074507768751278,1698380.8817646578,-1.383597154378558,-1.338691695036993,-0.044905459341565,2.0816681711721685e-17,False,False,True,1.061106089495509,0.6223836256447026,1482.422441352915,0.00023445316373,47448.46397503515,1878342019.8395104,-1.0900756286375073e-08,1,(1-10),True
canonical_strain_rate__ceramiclike__T1300K__theta45__rate1x__seed3014720,ceramic-like,1300.0,45.0,3014720,6.687624107492752e-06,11.358132928594127,1698380.8817646585,7.69821887959935e-06,13.074507768751278,1698380.8817646578,-1.716374840157151,-1.716374840157157,5.024197623282241e-15,9.710067096936046e-16,False,False,True,1.000346868451125,6.376091339605938,8.307230331522959,1.2762877969514642e-06,458258.29977901385,109113727.64045513,-8.449554067833925e-13,1,(1-10),True
canonical_theta0_shared__weakt__T0300K__theta0__rate1x__seed2003621,weak-T,300.0,0.0,2003621,1.324462394970467e-05,22.494416102340733,1698380.8817646585,1.324462394970467e-05,22.494416102340733,1698380.8817646585,0.0,0.0,0.0,0.0,False,False,True,1.422172058739323,0.4283090776101945,261.3846652180501,2829.4589321433605,93980.13622754448,2803280740.488271,-0.3972309363851055,0,(110),True
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,weak-T,300.0,15.0,2003621,1.2099341243273492e-05,20.507787476901576,1694950.7468683617,1.324462394970467e-05,22.494416102340733,1698380.8817646585,-1.986628625439156,-1.9431620157296718,-0.04346660970948261,-1.6306400674181987e-15,False,False,True,1.1543857005442528,0.7051856017692834,80.32617328710998,1058.2260492865844,125597.5085060968,1652785363.0063758,-0.1345915036507199,1,(1-10),True
canonical_single_crack_theta__weakt__T0300K__theta30__rate1x__seed2003621,weak-T,300.0,30.0,2003621,1.1326609876333088e-05,19.16725518779332,1692232.3093199523,1.324462394970467e-05,22.494416102340733,1698380.8817646585,-3.327160914547413,-3.2516219089298066,-0.07553900561760463,-1.7763568394002505e-15,False,False,True,1.0000387041769294,9.751552612468604,0.0421538665925484,0.2763029928707656,1504586.7271588347,19304325.683891155,-2.5850503371380892e-05,1,(1-10),True
canonical_strain_rate__weakt__T0300K__theta45__rate1x__seed2003621,weak-T,300.0,45.0,2003621,1.1298020435733496e-05,19.188341909836176,1698380.8817646576,1.324462394970467e-05,22.494416102340733,1698380.8817646585,-3.306074192504557,-3.306074192504544,-1.1428559378459196e-14,-1.45002770719262e-15,False,False,True,1.0,10.0,7.654797770587817e-32,1.2874703026729116e-31,1542860.4607003944,1.6898681317835136e-08,-7.318040370739051e-36,0,(110),True
canonical_theta0_shared__weakt__T0600K__theta0__rate1x__seed2004630,weak-T,600.0,0.0,2004630,1.3821493943638316e-05,23.47416107130131,1698380.881764657,1.3821493943638316e-05,23.47416107130131,1698380.881764657,0.0,0.0,0.0,0.0,False,False,True,1.8387566376891076,0.2989336312723705,89.34935605974665,6423.0883023191855,84805.82446048965,4018418184.43947,-0.9522353541134468,0,(110),True
canonical_single_crack_theta__weakt__T0600K__theta15__rate1x__seed2004630,weak-T,600.0,15.0,2004630,1.2579783979073616e-05,21.32211425077347,1694950.7468683613,1.3821493943638316e-05,23.47416107130131,1698380.881764657,-2.15204682052784,-2.10676684817309,-0.04527997235474962,-2.7755575615628914e-16,False,False,True,1.4633235334389516,0.4017457852869218,64.26922760486849,3572.8625914536888,90702.3074844148,2964796438.062027,-0.4833945020477086,1,(1-10),True
canonical_single_crack_theta__weakt__T0600K__theta30__rate1x__seed2004630,weak-T,600.0,30.0,2004630,1.0677194647722416e-05,18.068293755773933,1692232.3093199518,1.3821493943638316e-05,23.47416107130131,1698380.881764657,-5.405867315527377,-5.33055133472525,-0.07531598080212826,9.43689570931383e-16,False,False,True,1.0370391167481343,1.412504921016951,23.199980431453763,292.51865089982005,226001.72659802227,679505752.5943367,-0.0306336485429964,1,(1-10),True
canonical_strain_rate__weakt__T0600K__theta45__rate1x__seed2004630,weak-T,600.0,45.0,2004630,1.0412211749162234e-05,17.683901371662486,1698380.8817646578,1.3821493943638316e-05,23.47416107130131,1698380.881764657,-5.790259699638824,-5.790259699638834,8.463523941859796e-15,1.306438674841582e-15,False,False,True,1.0000000015965458,9.999990253218982,3.1360295913346064e-05,1.8118713165637447e-05,1542858.9593713344,165441.76220293646,-1.8558921776697215e-09,0,(110),True
canonical_theta0_shared__weakt__T0800K__theta0__rate1x__seed2005639,weak-T,800.0,0.0,2005639,1.3768572554748502e-05,23.38428039617443,1698380.8817646578,1.3768572554748502e-05,23.38428039617443,1698380.8817646578,0.0,0.0,0.0,0.0,False,False,True,2.073050746734723,0.2665121572002785,15.630455838995124,7995.308063873281,85241.9953968427,4507679631.673564,-1.1786779920147914,0,(110),True
canonical_single_crack_theta__weakt__T0800K__theta15__rate1x__seed2005639,weak-T,800.0,15.0,2005639,1.2644147082131355e-05,21.43120654037195,1694950.746868361,1.3768572554748502e-05,23.38428039617443,1698380.8817646578,-1.9530738558024794,-1.9077742601361964,-0.04529959566628234,-6.036837696399289e-16,False,False,True,1.645246121894567,0.3421990399809964,9.405009974342155,4860.455272977169,86863.297498029,3491425938.7874737,-0.6519435070172117,1,(1-10),True
canonical_single_crack_theta__weakt__T0800K__theta30__rate1x__seed2005639,weak-T,800.0,30.0,2005639,1.0497988369342436e-05,17.76503510146635,1692232.3093199523,1.3768572554748502e-05,23.38428039617443,1698380.8817646578,-5.6192452947080795,-5.544642940795261,-0.0746023539128167,-1.970645868709653e-15,False,False,True,1.0911613359505747,0.8844902631463147,6.377273396214367,730.4945287623868,148904.79211844102,1242998370.0804987,-0.0730100564417098,1,(1-10),True
canonical_strain_rate__weakt__T0800K__theta45__rate1x__seed2005639,weak-T,800.0,45.0,2005639,9.87444885959966e-06,16.770575161106894,1698380.8817646583,1.3768572554748502e-05,23.38428039617443,1698380.8817646578,-6.613705235067535,-6.613705235067539,5.504819893824906e-15,-1.0639277953242797e-15,False,False,True,1.000157735229752,7.741528475403273,2.3272343662215227,5.485212545134225,1194598.2195158112,78627458.08066344,-0.0005009780497478,0,(110),True
canonical_theta0_shared__weakt__T0900K__theta0__rate1x__seed2006648,weak-T,900.0,0.0,2006648,1.3744143018274916e-05,23.34278973847732,1698380.8817646583,1.3744143018274916e-05,23.34278973847732,1698380.8817646583,0.0,0.0,0.0,0.0,False,False,True,2.1327820145880305,0.2576406762022859,23.8685441170924,8575.487913128129,84778.85552191583,4663004293.513855,-1.2660157187923344,0,(110),True
canonical_single_crack_theta__weakt__T0900K__theta15__rate1x__seed2006648,weak-T,900.0,15.0,2006648,1.2703733961433012e-05,21.532203365947847,1694950.746868361,1.3744143018274916e-05,23.34278973847732,1698380.8817646583,-1.8105863725294746,-1.7652264796489399,-0.045359892880536316,1.547373340571312e-15,False,False,True,1.6829360611412325,0.3296892833500848,16.074476242002724,5250.094536712946,85604.99303711473,3625852958.9272985,-0.7058624718874698,1,(1-10),True
canonical_single_crack_theta__weakt__T0900K__theta30__rate1x__seed2006648,weak-T,900.0,30.0,2006648,1.0638827496058826e-05,18.00336762211223,1692232.309319952,1.3744143018274916e-05,23.34278973847732,1698380.8817646583,-5.339422116365093,-5.2644618860528345,-0.07496023031225839,3.191891195797325e-16,False,False,True,1.0934136931759646,0.8405184505100325,9.91907540891109,813.9356844836259,141794.18117935845,1323182484.376596,-0.0821147935740365,1,(1-10),True
canonical_strain_rate__weakt__T0900K__theta45__rate1x__seed2006648,weak-T,900.0,45.0,2006648,9.554796142099709e-06,16.227683096900858,1698380.8817646583,1.3744143018274916e-05,23.34278973847732,1698380.8817646583,-7.115106641576464,-7.115106641576465,0.0,8.881784197001252e-16,False,False,True,1.002043592110058,5.062371560440508,3.6640698111558185,18.764862569744484,782649.4461424346,153848065.1361244,-0.0012162167867635,0,(110),True
canonical_theta0_shared__weakt__T0950K__theta0__rate1x__seed2007657,weak-T,950.0,0.0,2007657,1.3310027899764304e-05,22.605496920713904,1698380.8817646585,1.3310027899764304e-05,22.605496920713904,1698380.8817646585,0.0,0.0,0.0,0.0,False,False,True,2.0919710004016685,0.2661637566281821,225.8057920230079,7917.230832564706,85907.52888865327,4513585111.745386,-1.1633919820781216,0,(110),True
canonical_single_crack_theta__weakt__T0950K__theta15__rate1x__seed2007657,weak-T,950.0,15.0,2007657,1.237483689701167e-05,20.974739040964085,1694950.7468683615,1.3310027899764304e-05,22.605496920713904,1698380.8817646585,-1.6307578797498188,-1.5867066042267723,-0.044051275523045906,-5.342948306008566e-16,False,False,True,1.6896198838158092,0.3354228651834575,164.91069154666536,4901.259162773833,87439.63287742529,3566275549.1853676,-0.6489393026283986,1,(1-10),True
canonical_single_crack_theta__weakt__T0950K__theta30__rate1x__seed2007657,weak-T,950.0,30.0,2007657,1.0307122194889442e-05,17.44204519430069,1692232.3093199518,1.3310027899764304e-05,22.605496920713904,1698380.8817646585,-5.163451726413214,-5.090845847265969,-0.072605879147245,-2.7755575615628914e-17,False,False,True,1.2040476974741778,0.6234493736009509,94.18021122315298,1405.6337047348648,115816.7926864332,1882201820.0388832,-0.1345418572269068,1,(1-10),True
canonical_strain_rate__weakt__T0950K__theta45__rate1x__seed2007657,weak-T,950.0,45.0,2007657,9.030019788305909e-06,15.3364129704153,1698380.881764658,1.3310027899764304e-05,22.605496920713904,1698380.8817646585,-7.269083950298604,-7.2690839502986,-5.20144768247153e-15,7.60555583970904e-16,False,False,True,1.0024376436688365,5.255815358873847,6.35162063691288,16.469043432332317,812875.6533365678,146183575.13926804,-0.0010248610619907,0,(110),True
canonical_theta0_shared__weakt__T1000K__theta0__rate1x__seed2008666,weak-T,1000.0,0.0,2008666,1.3999999999999988e-05,23.777332344705204,1698380.881764659,1.3999999999999988e-05,23.777332344705204,1698380.881764659,0.0,0.0,0.0,0.0,False,False,True,2.2304526820673214,0.2526386933696515,12.540462714479,8852.845789756066,86939.97886258383,4755388071.398291,-1.2978702279421912,0,(110),True
canonical_single_crack_theta__weakt__T1000K__theta15__rate1x__seed2008666,weak-T,1000.0,15.0,2008666,1.2902142160069658e-05,21.868495490411828,1694950.7468683603,1.3999999999999988e-05,23.777332344705204,1698380.881764659,-1.9088368542933765,-1.8626978659891569,-0.04613898830422085,1.2628786905111156e-15,False,False,True,1.7628022466536457,0.3207582673771926,3.159720549872126,5492.351971039596,87238.48273257512,3728412263.4365854,-0.7312029793182151,1,(1-10),True
canonical_single_crack_theta__weakt__T1000K__theta30__rate1x__seed2008666,weak-T,1000.0,30.0,2008666,1.059644836297518e-05,17.931652283867113,1692232.3093199518,1.3999999999999988e-05,23.777332344705204,1698380.881764659,-5.845680060838092,-5.7700635385169665,-0.07561652232112577,6.245004513516506e-16,False,False,True,1.1491412994030044,0.7230855891740673,0.2037869932740159,1076.3540597412568,128200.52063228445,1572248881.7632945,-0.1043391386951335,1,(1-10),True
canonical_strain_rate__weakt__T1000K__theta45__rate1x__seed2008666,weak-T,1000.0,45.0,2008666,9.339530994978596e-06,15.862080886520104,1698380.8817646583,1.3999999999999988e-05,23.777332344705204,1698380.881764659,-7.9152514581851,-7.915251458185093,-8.151237036210457e-15,1.0458096786094555e-15,False,False,True,1.0021195799405969,5.1148101806707515,0.3952460243875058,16.434109582453065,790816.4926262342,151723455.3178549,-0.0008872370186662,0,(110),True
canonical_theta0_shared__weakt__T1050K__theta0__rate1x__seed2009675,weak-T,1050.0,0.0,2009675,1.3799999999999988e-05,23.437656168352262,1698380.8817646583,1.3799999999999988e-05,23.437656168352262,1698380.8817646583,0.0,0.0,0.0,0.0,False,False,True,2.332611278524234,0.242801449401858,16.6403197492581,9580.201694151106,87381.6609472846,4948177129.3694935,-1.391103990662001,0,(110),True
canonical_single_crack_theta__weakt__T1050K__theta15__rate1x__seed2009675,weak-T,1050.0,15.0,2009675,1.279999999999999e-05,21.695369559915,1694950.7468683608,1.3799999999999988e-05,23.437656168352262,1698380.8817646583,-1.7422866084372615,-1.6966658143165076,-0.045620794120756356,2.5396351688300456e-15,False,False,True,1.8296706124806197,0.3076615283016831,4.7453690447610075,5967.692797181932,86850.5864075602,3889545891.485614,-0.7870812387653554,1,(1-10),True
canonical_single_crack_theta__weakt__T1050K__theta30__rate1x__seed2009675,weak-T,1050.0,30.0,2009675,1.055268525560857e-05,17.857594939625102,1692232.3093199523,1.3799999999999988e-05,23.437656168352262,1698380.8817646583,-5.5800612287271605,-5.505194103968545,-0.07486712475861633,1.096345236817342e-15,False,False,True,1.1794439229271767,0.6602727903207829,0.2987130691978055,1290.844847126386,120150.98815282097,1741301773.5272202,-0.1235008533890663,1,(1-10),True
canonical_strain_rate__weakt__T1050K__theta45__rate1x__seed2009675,weak-T,1050.0,45.0,2009675,9.259230598977204e-06,15.725700229153205,1698380.8817646578,1.3799999999999988e-05,23.437656168352262,1698380.8817646583,-7.711955939199058,-7.711955939199055,-5.368895502522866e-15,2.70436024342249e-15,False,False,True,1.0020999312394328,5.214958109975976,0.128549921090363,15.962464647167703,806284.8619457914,147763647.67816108,-0.0008306903109056,0,(110),True
canonical_theta0_shared__weakt__T1100K__theta0__rate1x__seed2010684,weak-T,1100.0,0.0,2010684,1.3534081144642786e-05,22.986024668312854,1698380.8817646585,1.3534081144642786e-05,22.986024668312854,1698380.8817646585,0.0,0.0,0.0,0.0,False,False,True,2.720483120831569,0.213072835731924,59.590154658978335,12546.340918193691,89433.6119461271,5638947308.46303,-1.8503131045573693,0,(110),True
canonical_single_crack_theta__weakt__T1100K__theta15__rate1x__seed2010684,weak-T,1100.0,15.0,2010684,1.255438182034941e-05,21.27905884287181,1694950.7468683613,1.3534081144642786e-05,22.986024668312854,1698380.8817646585,-1.7069658254410456,-1.6622223518375558,-0.04474347360348895,-7.840950111415168e-16,False,False,True,2.2199156297596874,0.252784236022527,27.44420151154469,8909.056112009268,86579.10770163187,4741051190.505538,-1.1944348970603462,0,(110),True
canonical_single_crack_theta__weakt__T1100K__theta30__rate1x__seed2010684,weak-T,1100.0,30.0,2010684,1.0295675144509284e-05,17.422674125800977,1692232.309319952,1.3534081144642786e-05,22.986024668312854,1698380.8817646585,-5.563350542511877,-5.490091051070101,-0.0732594914417754,-9.43689570931383e-16,False,False,True,1.3534824107441352,0.4676296805049535,7.7426318845892,2597.8837220905084,97652.04300859704,2502062592.6426063,-0.2520579658359446,0,(110),True
canonical_strain_rate__weakt__T1100K__theta45__rate1x__seed2010684,weak-T,1100.0,45.0,2010684,8.98087845414247e-06,15.252952267967714,1698380.881764659,1.3534081144642786e-05,22.986024668312854,1698380.8817646585,-7.73307240034514,-7.733072400345144,5.242172535226041e-15,-1.6894588564255401e-15,False,False,True,1.001803483548044,5.253475473151619,1.178266555415337,15.791879924320638,811999.7507523955,146273527.5106728,-0.0009263145218769,0,(110),True
canonical_theta0_shared__weakt__T1150K__theta0__rate1x__seed2011693,weak-T,1150.0,0.0,2011693,1.3290955298522014e-05,22.573104379398465,1698380.8817646576,1.3290955298522014e-05,22.573104379398465,1698380.8817646576,0.0,0.0,0.0,0.0,False,False,True,2.6689836159300304,0.2169176086486652,75.65128069966232,11994.010195554662,89323.83593912794,5538953111.385305,-1.7564633263979987,0,(110),True
canonical_single_crack_theta__weakt__T1150K__theta15__rate1x__seed2011693,weak-T,1150.0,15.0,2011693,1.2351799377130312e-05,20.935691579435176,1694950.7468683608,1.3290955298522014e-05,22.573104379398465,1698380.8817646576,-1.6374127999632897,-1.5934337461382249,-0.043979053825066165,1.3253287356462806e-15,False,False,True,2.1944074097242514,0.256384582979177,23.79937070414573,8635.356189951497,86803.21622575485,4674430934.008696,-1.1528046076181806,0,(110),True
canonical_single_crack_theta__weakt__T1150K__theta30__rate1x__seed2011693,weak-T,1150.0,30.0,2011693,1.012957286282574e-05,17.141590478084332,1692232.3093199532,1.3290955298522014e-05,22.573104379398465,1698380.8817646576,-5.431513901314133,-5.359512494267492,-0.07200140704664265,1.609823385706477e-15,False,False,True,1.348573354152019,0.4740940637762905,4.80617480131049,2524.235472123236,98642.8794853691,2467871098.992065,-0.243879895160973,0,(110),True
canonical_strain_rate__weakt__T1150K__theta45__rate1x__seed2011693,weak-T,1150.0,45.0,2011693,8.859506704247424e-06,15.046816808359642,1698380.8817646583,1.3290955298522014e-05,22.573104379398465,1698380.8817646576,-7.526287571038823,-7.526287571038831,7.735959488003086e-15,2.5764628929804123e-16,False,False,True,1.0018746219743366,5.363569756594803,0.3325523975349321,14.747518251052185,829075.2651853691,142109848.11416182,-0.0007903773967282,0,(110),True
canonical_theta0_shared__weakt__T1200K__theta0__rate1x__seed2012702,weak-T,1200.0,0.0,2012702,1.2627564590657142e-05,21.446414284020445,1698380.8817646576,1.2627564590657142e-05,21.446414284020445,1698380.8817646576,0.0,0.0,0.0,0.0,False,False,True,2.540781163053708,0.2235671563165852,305.7583636383006,11458.872147535689,87639.90803695288,5374129539.682867,-1.694671422388378,0,(110),True
canonical_single_crack_theta__weakt__T1200K__theta15__rate1x__seed2012702,weak-T,1200.0,15.0,2012702,1.17572265710826e-05,19.92791995775698,1694950.7468683599,1.2627564590657142e-05,21.446414284020445,1698380.8817646576,-1.5184943262634647,-1.476672764712057,-0.041821561551407684,-2.0816681711721685e-17,False,False,True,2.1035512763983752,0.2643596008678359,184.84685368392184,8294.345962645215,85797.54077474982,4533321731.44944,-1.1245458813427776,0,(110),True
canonical_single_crack_theta__weakt__T1200K__theta30__rate1x__seed2012702,weak-T,1200.0,30.0,2012702,9.744527273351412e-06,16.4900038910147,1692232.3093199506,1.2627564590657142e-05,21.446414284020445,1698380.8817646576,-4.9564103930057435,-4.8876321792229955,-0.06877821378274747,-4.85722573273506e-16,False,False,True,1.324352898345133,0.4885639676024923,76.54239410480896,2465.8695178774906,99827.87110950288,2394612458.480859,-0.2487593973049206,0,(110),True
